age,age_cat,sex,race,priors_count,days_b_screening_arrest,c_charge_degree,is_recid,score_text,decile_score,two_year_recid
35,25 - 45,Female,Hispanic,0,-1.0,F,0,Low,2,0
31,25 - 45,Female,African-American,1,-1.0,M,1,Low,2,1
23,Less than 25,Male,Caucasian,10,-1.0,F,1,Medium,7,0
22,Less than 25,Male,Hispanic,0,-1.0,F,1,Low,4,1
37,25 - 45,Male,Caucasian,2,-1.0,F,1,Low,1,1
20,Less than 25,Male,Other,0,-2.0,F,0,Low,4,0
26,25 - 45,Male,Caucasian,2,-1.0,F,0,Medium,5,0
34,25 - 45,Male,African-American,12,-1.0,F,1,High,9,1
59,Greater than 45,Male,Caucasian,2,-15.0,M,1,Low,1,1
37,25 - 45,Male,Caucasian,2,-12.0,M,0,Low,2,0
38,25 - 45,Male,Other,0,-1.0,F,1,Low,1,1
45,Greater than 45,Male,Caucasian,1,-1.0,F,1,Low,1,1
22,Less than 25,Male,African-American,1,-1.0,F,0,High,8,0
24,Less than 25,Male,African-American,3,26.0,F,1,High,8,1
25,25 - 45,Male,African-American,5,-1.0,F,0,Medium,5,0
24,Less than 25,Male,African-American,6,-1.0,F,1,Medium,6,1
20,Less than 25,Male,African-American,1,-1.0,M,1,Low,4,1
32,25 - 45,Female,Caucasian,2,-1.0,F,1,Low,2,1
49,Greater than 45,Male,African-American,3,-1.0,F,1,High,8,1
31,25 - 45,Male,Caucasian,11,-1.0,F,1,Medium,7,1
58,Greater than 45,Male,Caucasian,7,-1.0,F,1,Medium,7,1
50,Greater than 45,Male,Hispanic,2,0.0,M,0,Low,1,0
26,25 - 45,Male,African-American,11,-1.0,F,1,Medium,7,1
20,Less than 25,Male,African-American,1,-20.0,F,0,Medium,6,0
51,Greater than 45,Male,Caucasian,1,-1.0,M,1,Low,2,1
30,25 - 45,Male,African-American,2,-1.0,M,0,Low,2,0
39,25 - 45,Male,Other,0,-1.0,M,1,Low,1,0
26,25 - 45,Male,African-American,2,-1.0,F,0,Medium,6,0
20,Less than 25,Male,Other,0,-1.0,M,0,Medium,5,0
26,25 - 45,Female,Caucasian,0,-4.0,F,0,Medium,5,0
26,25 - 45,Male,African-American,5,-1.0,F,0,Low,4,0
20,Less than 25,Male,Caucasian,0,-1.0,F,0,Low,2,0
28,25 - 45,Male,African-American,0,0.0,F,1,Low,3,1
23,Less than 25,Male,African-American,1,-1.0,M,1,Low,2,1
21,Less than 25,Female,African-American,0,-4.0,M,0,Medium,5,0
25,25 - 45,Male,Other,0,-1.0,F,1,High,9,1
30,25 - 45,Male,Caucasian,0,-1.0,F,0,Low,3,0
21,Less than 25,Male,Caucasian,2,-3.0,F,1,High,9,1
20,Less than 25,Male,Caucasian,1,13.0,F,1,Medium,7,1
24,Less than 25,Male,Caucasian,5,16.0,F,1,Medium,6,1
35,25 - 45,Male,African-American,22,0.0,F,1,High,10,1
27,25 - 45,Female,Other,0,-1.0,F,1,Low,3,1
50,Greater than 45,Male,Caucasian,2,-1.0,F,1,Low,2,1
25,25 - 45,Male,African-American,5,-1.0,M,0,High,9,0
31,25 - 45,Male,African-American,12,-1.0,M,1,High,8,1
26,25 - 45,Male,African-American,0,-1.0,F,0,High,9,0
22,Less than 25,Male,African-American,0,-1.0,F,0,Low,4,0
29,25 - 45,Male,African-American,0,0.0,F,0,Low,3,0
33,25 - 45,Male,Other,2,0.0,F,1,Low,1,1
52,Greater than 45,Male,Caucasian,1,-1.0,F,0,Low,1,0
37,25 - 45,Male,Hispanic,0,-1.0,M,1,Low,1,1
21,Less than 25,Male,African-American,0,-1.0,F,1,Medium,7,0
21,Less than 25,Male,Caucasian,1,0.0,F,0,High,8,0
20,Less than 25,Female,Caucasian,0,0.0,F,1,High,8,1
43,25 - 45,Male,Hispanic,1,-1.0,M,1,Low,1,1
30,25 - 45,Male,Caucasian,1,-1.0,F,1,Low,1,1
33,25 - 45,Female,African-American,3,0.0,M,1,Low,4,1
24,Less than 25,Male,African-American,3,0.0,F,0,Medium,7,0
52,Greater than 45,Female,Hispanic,0,-1.0,M,1,Low,1,1
30,25 - 45,Female,African-American,11,0.0,F,1,Medium,7,1
30,25 - 45,Female,Caucasian,0,-1.0,M,0,Low,2,0
47,Greater than 45,Male,African-American,13,0.0,F,1,Low,2,1
41,25 - 45,Male,African-American,9,-1.0,M,0,High,9,0
21,Less than 25,Male,Hispanic,4,-1.0,F,1,High,10,1
48,Greater than 45,Male,Caucasian,6,-26.0,F,0,Low,2,0
52,Greater than 45,Male,African-American,2,-1.0,F,1,High,9,1
34,25 - 45,Female,African-American,1,-1.0,M,0,Low,1,0
35,25 - 45,Male,Caucasian,0,-1.0,F,1,Low,3,1
25,25 - 45,Male,Other,1,-1.0,F,1,Low,4,1
24,Less than 25,Male,African-American,1,-1.0,F,1,Low,2,1
25,25 - 45,Male,African-American,1,0.0,M,0,Low,2,0
34,25 - 45,Male,African-American,20,-1.0,F,1,High,9,1
25,25 - 45,Male,African-American,2,-1.0,F,1,Low,4,1
24,Less than 25,Male,Hispanic,4,-1.0,F,1,Medium,6,1
56,Greater than 45,Male,Caucasian,6,-1.0,F,0,Low,1,0
23,Less than 25,Male,African-American,0,0.0,F,0,Low,4,0
21,Less than 25,Male,Caucasian,0,-1.0,M,0,Low,4,0
66,Greater than 45,Male,Caucasian,0,-1.0,M,0,Low,1,0
28,25 - 45,Male,African-American,7,-1.0,M,0,Medium,7,0
29,25 - 45,Male,Caucasian,0,0.0,M,0,Low,1,0
22,Less than 25,Male,Caucasian,3,0.0,F,1,Medium,7,1
39,25 - 45,Male,Caucasian,0,-1.0,F,0,Low,1,0
33,25 - 45,Male,African-American,9,-1.0,M,1,High,8,1
29,25 - 45,Male,Caucasian,2,-1.0,F,1,Low,1,1
31,25 - 45,Male,Caucasian,1,-1.0,F,0,Low,2,0
22,Less than 25,Male,African-American,0,-1.0,M,0,High,8,0
22,Less than 25,Female,Caucasian,0,-1.0,M,0,Medium,5,0
35,25 - 45,Male,Caucasian,3,0.0,F,0,Low,4,0
29,25 - 45,Male,Caucasian,3,-1.0,F,1,Low,4,1
56,Greater than 45,Male,Caucasian,1,-1.0,F,1,Low,1,0
34,25 - 45,Female,African-American,0,-1.0,F,0,Low,1,0
23,Less than 25,Male,African-American,1,-1.0,F,1,Low,4,1
27,25 - 45,Male,African-American,1,0.0,F,1,Medium,5,1
43,25 - 45,Male,Caucasian,2,-1.0,F,0,Low,1,0
38,25 - 45,Male,Caucasian,0,-1.0,F,0,Low,1,0
39,25 - 45,Male,Caucasian,3,-1.0,F,0,Low,3,0
24,Less than 25,Male,African-American,1,-1.0,F,1,Low,3,1
26,25 - 45,Male,African-American,2,0.0,M,0,Low,3,0
55,Greater than 45,Female,Caucasian,0,-1.0,M,0,Low,1,0
35,25 - 45,Male,African-American,1,-1.0,F,1,Medium,6,1
61,Greater than 45,Male,African-American,25,-1.0,F,0,Medium,7,0
33,25 - 45,Male,Other,0,-1.0,M,0,Low,1,0
40,25 - 45,Male,Caucasian,4,0.0,F,0,Medium,7,0
33,25 - 45,Male,African-American,3,0.0,F,0,Low,2,0
26,25 - 45,Male,Caucasian,0,-1.0,F,1,Medium,6,1
32,25 - 45,Male,Caucasian,15,0.0,F,1,High,9,1
28,25 - 45,Male,African-American,0,-1.0,F,0,Low,2,0
45,Greater than 45,Male,Caucasian,0,-1.0,M,0,Low,1,0
30,25 - 45,Male,Caucasian,0,-1.0,F,1,High,9,1
57,Greater than 45,Female,Caucasian,4,-1.0,F,0,Low,2,0
26,25 - 45,Male,African-American,3,-1.0,F,1,Medium,7,1
35,25 - 45,Male,African-American,1,-1.0,F,0,High,8,0
54,Greater than 45,Male,Hispanic,0,0.0,F,0,Low,1,0
29,25 - 45,Female,African-American,0,-1.0,F,0,Medium,5,0
40,25 - 45,Female,Caucasian,0,-1.0,M,0,Low,2,0
28,25 - 45,Male,Caucasian,1,-1.0,F,1,Low,2,1
25,25 - 45,Female,African-American,0,-1.0,M,0,Low,2,0
44,25 - 45,Male,African-American,3,-1.0,M,0,Medium,6,0
23,Less than 25,Male,Caucasian,4,-1.0,F,1,Low,4,1
29,25 - 45,Male,African-American,0,-1.0,F,0,Low,2,0
56,Greater than 45,Male,Caucasian,0,-4.0,M,0,Low,1,0
27,25 - 45,Female,African-American,0,-1.0,M,0,Low,3,0
29,25 - 45,Female,Caucasian,0,-1.0,M,0,Medium,7,0
34,25 - 45,Female,Caucasian,4,-1.0,M,0,Low,4,0
22,Less than 25,Female,African-American,0,0.0,F,0,Medium,7,0
40,25 - 45,Male,Caucasian,5,7.0,F,1,Low,1,1
31,25 - 45,Male,Caucasian,0,-1.0,F,0,Low,1,0
47,Greater than 45,Male,African-American,3,-1.0,F,0,Low,2,0
24,Less than 25,Male,African-American,8,-1.0,F,1,Medium,7,1
39,25 - 45,Male,African-American,4,-1.0,F,0,High,9,0
29,25 - 45,Male,African-American,10,0.0,F,1,Medium,6,1
30,25 - 45,Male,Hispanic,2,-1.0,F,0,Low,2,0
26,25 - 45,Female,African-American,4,-1.0,F,1,High,9,1
61,Greater than 45,Male,African-American,2,0.0,M,0,High,8,0
37,25 - 45,Male,Hispanic,3,0.0,M,0,Low,4,0
38,25 - 45,Male,Other,1,-1.0,F,1,Low,1,1
30,25 - 45,Male,African-American,0,-1.0,M,0,High,9,0
20,Less than 25,Male,African-American,0,-1.0,M,1,Medium,5,1
56,Greater than 45,Male,African-American,22,-1.0,F,1,High,9,1
50,Greater than 45,Female,Caucasian,3,0.0,F,1,Low,3,1
47,Greater than 45,Male,Other,0,-1.0,F,0,Low,1,0
30,25 - 45,Male,African-American,10,18.0,F,1,Medium,6,1
59,Greater than 45,Male,African-American,1,-1.0,M,0,Low,1,0
20,Less than 25,Male,African-American,1,-1.0,F,1,High,10,1
23,Less than 25,Male,Caucasian,4,-1.0,M,1,High,9,1
28,25 - 45,Female,Caucasian,2,-3.0,F,1,Medium,6,1
50,Greater than 45,Male,Hispanic,3,-1.0,F,1,High,9,1
35,25 - 45,Male,Caucasian,3,0.0,M,1,Medium,5,1
22,Less than 25,Male,African-American,1,0.0,F,1,High,9,1
41,25 - 45,Female,Hispanic,0,-1.0,F,0,Low,1,0
22,Less than 25,Male,African-American,0,-1.0,F,0,Medium,7,0
61,Greater than 45,Male,African-American,8,-22.0,F,1,Low,2,1
26,25 - 45,Male,African-American,5,-1.0,F,0,Low,4,0
44,25 - 45,Male,Caucasian,1,0.0,F,0,Medium,5,0
34,25 - 45,Female,African-American,0,-1.0,M,1,Low,1,1
29,25 - 45,Male,Caucasian,1,3.0,F,1,Low,2,1
29,25 - 45,Male,African-American,8,-1.0,M,0,High,9,0
48,Greater than 45,Male,African-American,5,-1.0,F,1,Low,4,1
31,25 - 45,Female,African-American,0,-5.0,M,0,Medium,6,0
21,Less than 25,Male,Caucasian,2,-10.0,F,0,Medium,6,0
34,25 - 45,Male,Caucasian,4,-1.0,F,0,Medium,5,0
54,Greater than 45,Male,African-American,21,-1.0,F,0,Medium,6,0
20,Less than 25,Male,Caucasian,4,-1.0,F,0,High,10,0
31,25 - 45,Male,Caucasian,1,-1.0,F,1,Low,3,1
22,Less than 25,Male,Caucasian,0,0.0,M,0,Low,4,0
36,25 - 45,Male,African-American,6,-1.0,M,0,Low,4,0
34,25 - 45,Male,African-American,9,-1.0,F,1,Medium,7,1
50,Greater than 45,Male,African-American,15,-1.0,M,0,High,8,0
47,Greater than 45,Male,Native American,22,0.0,F,1,High,10,1
49,Greater than 45,Female,Other,0,-1.0,M,0,Low,1,0
31,25 - 45,Male,African-American,1,-1.0,M,0,Low,4,0
49,Greater than 45,Male,African-American,10,-1.0,F,1,Low,3,1
21,Less than 25,Male,African-American,2,-1.0,F,0,High,9,0
26,25 - 45,Female,African-American,5,-1.0,F,1,Medium,7,1
29,25 - 45,Male,Other,0,-1.0,F,0,Low,2,0
61,Greater than 45,Male,Hispanic,0,-1.0,F,0,Low,1,0
25,25 - 45,Female,Caucasian,2,16.0,F,1,High,9,1
38,25 - 45,Male,Caucasian,5,-1.0,F,0,Low,4,0
35,25 - 45,Male,Caucasian,2,-1.0,M,0,Low,1,0
55,Greater than 45,Male,Other,8,-1.0,F,1,Low,1,1
32,25 - 45,Male,African-American,4,0.0,F,1,Low,4,1
29,25 - 45,Male,Caucasian,1,-18.0,F,0,Low,2,0
46,Greater than 45,Male,Caucasian,0,0.0,F,0,Low,1,0
53,Greater than 45,Male,Caucasian,1,-1.0,M,1,Medium,5,0
27,25 - 45,Female,Caucasian,1,-1.0,F,1,Medium,5,1
29,25 - 45,Male,Caucasian,4,-2.0,F,0,High,8,0
26,25 - 45,Male,Other,0,-1.0,F,1,Low,1,1
23,Less than 25,Male,African-American,3,-1.0,M,1,Low,2,1
43,25 - 45,Male,Hispanic,3,21.0,M,1,Low,3,1
24,Less than 25,Male,Caucasian,1,-1.0,M,1,Low,2,0
33,25 - 45,Male,African-American,18,0.0,F,1,High,10,1
32,25 - 45,Male,African-American,1,-1.0,M,1,Medium,6,1
38,25 - 45,Female,African-American,7,0.0,F,1,High,10,1
40,25 - 45,Male,African-American,20,-1.0,F,0,Medium,7,0
36,25 - 45,Female,African-American,1,-1.0,M,0,Low,1,0
34,25 - 45,Male,African-American,16,-1.0,F,1,High,9,1
41,25 - 45,Male,Caucasian,1,-1.0,M,1,Low,2,1
57,Greater than 45,Male,Caucasian,7,-1.0,F,1,Low,1,0
26,25 - 45,Male,African-American,1,-1.0,F,1,Medium,5,0
45,Greater than 45,Male,African-American,0,0.0,F,1,Low,3,1
26,25 - 45,Male,African-American,2,-7.0,F,0,Low,3,0
48,Greater than 45,Female,Caucasian,0,-1.0,F,0,Low,1,0
52,Greater than 45,Male,Caucasian,7,-1.0,M,0,Low,2,0
22,Less than 25,Male,Hispanic,2,-1.0,F,1,Low,3,1
43,25 - 45,Female,African-American,0,-1.0,M,0,Low,1,0
24,Less than 25,Male,Caucasian,3,0.0,F,0,Medium,5,0
27,25 - 45,Male,African-American,11,-1.0,F,1,Medium,7,1
23,Less than 25,Male,Hispanic,2,-1.0,F,0,High,9,0
28,25 - 45,Male,African-American,2,-1.0,F,1,Medium,6,1
21,Less than 25,Male,African-American,0,0.0,F,0,Medium,5,0
33,25 - 45,Male,African-American,5,-1.0,M,1,High,9,1
25,25 - 45,Male,African-American,1,-1.0,F,1,High,8,1
36,25 - 45,Male,African-American,17,-1.0,F,1,High,8,1
25,25 - 45,Female,Caucasian,0,0.0,F,0,Medium,5,0
46,Greater than 45,Male,Caucasian,0,-1.0,M,0,Medium,5,0
24,Less than 25,Female,African-American,0,0.0,F,0,Medium,7,0
28,25 - 45,Male,African-American,4,0.0,F,1,Medium,7,1
28,25 - 45,Male,African-American,12,-2.0,M,1,Medium,7,1
23,Less than 25,Male,African-American,0,0.0,M,1,Low,3,1
24,Less than 25,Male,Other,0,0.0,M,0,Low,3,0
40,25 - 45,Male,Hispanic,0,0.0,M,0,Low,3,0
36,25 - 45,Male,Hispanic,1,0.0,M,0,Low,2,0
50,Greater than 45,Male,Caucasian,1,-1.0,M,1,Medium,6,1
24,Less than 25,Male,Caucasian,0,0.0,M,0,Low,2,0
55,Greater than 45,Female,African-American,2,-1.0,F,0,Low,1,0
22,Less than 25,Male,African-American,0,-1.0,F,1,Medium,7,1
38,25 - 45,Male,African-American,14,-1.0,F,0,Medium,7,0
31,25 - 45,Male,African-American,1,-1.0,F,0,Low,1,0
30,25 - 45,Female,African-American,3,-1.0,F,0,Low,2,0
37,25 - 45,Male,African-American,16,-1.0,F,1,High,8,1
41,25 - 45,Female,Caucasian,1,0.0,M,0,Low,2,0
20,Less than 25,Male,African-American,0,-1.0,F,1,Medium,5,1
21,Less than 25,Male,Caucasian,0,0.0,M,1,Low,4,1
22,Less than 25,Male,Caucasian,1,0.0,M,0,Medium,5,0
38,25 - 45,Male,African-American,7,-1.0,M,0,Medium,6,0
31,25 - 45,Male,African-American,0,-1.0,F,0,Medium,5,0
28,25 - 45,Male,Caucasian,0,0.0,F,0,Medium,7,0
21,Less than 25,Male,Hispanic,2,-1.0,F,1,Medium,7,1
39,25 - 45,Male,African-American,1,-1.0,F,0,High,8,0
34,25 - 45,Male,African-American,22,-1.0,F,1,Medium,7,1
45,Greater than 45,Male,Hispanic,0,0.0,M,0,Low,1,0
24,Less than 25,Male,African-American,0,-1.0,M,1,High,9,1
27,25 - 45,Male,African-American,9,-1.0,F,1,Medium,7,1
30,25 - 45,Male,Hispanic,0,0.0,F,0,Low,1,0
43,25 - 45,Male,African-American,2,0.0,F,0,Low,1,0
26,25 - 45,Male,African-American,1,-1.0,F,0,Low,4,0
32,25 - 45,Male,African-American,7,-1.0,F,1,Low,2,0
57,Greater than 45,Female,Caucasian,2,-1.0,F,0,Low,1,0
40,25 - 45,Female,Caucasian,0,0.0,M,0,Low,1,0
33,25 - 45,Male,Caucasian,6,-1.0,F,1,Medium,6,1
30,25 - 45,Male,African-American,2,-1.0,F,1,Medium,5,1
29,25 - 45,Male,Caucasian,1,-1.0,M,0,High,10,0
36,25 - 45,Male,African-American,2,-4.0,M,0,Low,2,0
35,25 - 45,Male,African-American,6,0.0,F,1,High,8,1
49,Greater than 45,Male,Hispanic,0,-1.0,M,0,Low,2,0
26,25 - 45,Male,Hispanic,5,0.0,F,1,High,9,1
21,Less than 25,Male,African-American,2,-1.0,F,1,Medium,5,1
49,Greater than 45,Male,African-American,29,-1.0,F,1,Medium,6,1
37,25 - 45,Female,African-American,23,0.0,M,1,High,8,1
33,25 - 45,Male,Hispanic,0,-1.0,M,0,Low,2,0
29,25 - 45,Male,African-American,3,0.0,F,1,Low,2,1
25,25 - 45,Male,African-American,1,0.0,F,1,Medium,5,1
20,Less than 25,Male,African-American,2,-1.0,F,1,High,8,1
55,Greater than 45,Male,African-American,5,-1.0,F,0,Low,4,0
26,25 - 45,Male,Caucasian,0,-1.0,M,0,Low,4,0
52,Greater than 45,Female,Caucasian,6,-13.0,F,0,Low,1,0
52,Greater than 45,Male,African-American,16,-1.0,F,1,High,8,1
27,25 - 45,Male,Hispanic,1,-1.0,F,1,Medium,7,1
60,Greater than 45,Male,Caucasian,2,-1.0,M,0,Low,2,0
44,25 - 45,Male,Caucasian,0,-1.0,M,0,Low,2,0
30,25 - 45,Male,Hispanic,1,-18.0,F,0,Low,2,0
25,25 - 45,Female,African-American,2,-1.0,M,0,Low,4,0
20,Less than 25,Female,Caucasian,4,-1.0,F,1,High,8,1
28,25 - 45,Male,Caucasian,3,-1.0,F,1,Medium,7,1
22,Less than 25,Male,Caucasian,1,-12.0,F,0,Medium,6,0
24,Less than 25,Male,Caucasian,1,-1.0,F,1,High,8,1
28,25 - 45,Female,African-American,0,-1.0,F,0,Low,3,0
35,25 - 45,Male,African-American,10,-28.0,F,1,Medium,6,1
30,25 - 45,Male,Caucasian,0,0.0,M,0,Low,1,0
22,Less than 25,Male,African-American,0,-1.0,F,1,Low,3,1
39,25 - 45,Male,African-American,9,0.0,F,0,Medium,5,0
46,Greater than 45,Female,Other,1,-1.0,F,0,Low,1,0
47,Greater than 45,Male,Other,3,-1.0,M,0,Low,2,0
26,25 - 45,Male,African-American,5,-1.0,M,0,Medium,7,0
23,Less than 25,Female,African-American,0,-1.0,F,0,Low,3,0
52,Greater than 45,Female,African-American,0,0.0,F,1,Medium,7,1
22,Less than 25,Female,African-American,0,-1.0,M,1,Medium,5,1
54,Greater than 45,Male,Caucasian,0,-1.0,F,0,Low,2,0
50,Greater than 45,Male,African-American,2,0.0,M,0,Medium,6,0
20,Less than 25,Male,African-American,2,-1.0,F,1,Medium,5,1
25,25 - 45,Male,Caucasian,1,-1.0,F,0,Low,3,0
46,Greater than 45,Female,Caucasian,0,0.0,F,0,Low,1,0
22,Less than 25,Male,Caucasian,0,-1.0,M,0,Low,4,0
38,25 - 45,Male,Caucasian,10,0.0,F,1,Low,4,1
36,25 - 45,Female,Hispanic,9,-1.0,F,1,Low,1,1
34,25 - 45,Female,African-American,5,-1.0,F,1,Low,2,1
18,Less than 25,Male,African-American,4,7.0,F,1,Medium,5,1
26,25 - 45,Female,Caucasian,3,-1.0,F,1,Medium,6,1
23,Less than 25,Female,Caucasian,0,-1.0,F,0,Medium,6,0
32,25 - 45,Female,Hispanic,8,-8.0,M,1,Medium,5,1
44,25 - 45,Male,Caucasian,1,0.0,M,1,Low,1,1
53,Greater than 45,Male,Caucasian,9,-1.0,F,1,Low,4,1
27,25 - 45,Male,African-American,4,0.0,F,1,Low,4,1
25,25 - 45,Male,Caucasian,2,0.0,F,1,Medium,6,0
19,Less than 25,Male,Caucasian,1,-1.0,F,1,High,10,1
53,Greater than 45,Male,Caucasian,0,-1.0,F,0,Low,2,0
39,25 - 45,Male,African-American,0,-3.0,M,0,Low,3,0
37,25 - 45,Male,Other,2,-1.0,F,1,Low,4,1
27,25 - 45,Male,African-American,6,0.0,F,1,High,8,1
21,Less than 25,Female,African-American,2,-10.0,F,1,High,10,1
24,Less than 25,Female,African-American,7,-1.0,F,0,High,9,0
33,25 - 45,Male,Caucasian,0,-1.0,M,0,Low,1,0
24,Less than 25,Female,Caucasian,1,-24.0,M,0,Low,4,0
46,Greater than 45,Male,Caucasian,1,-4.0,F,0,Low,1,0
32,25 - 45,Male,Hispanic,7,-1.0,F,0,Medium,7,0
24,Less than 25,Male,Hispanic,2,-25.0,F,0,Low,3,0
38,25 - 45,Female,Caucasian,0,-1.0,F,0,Low,1,0
30,25 - 45,Male,African-American,13,0.0,F,1,High,10,1
26,25 - 45,Male,African-American,27,-1.0,M,1,High,9,1
57,Greater than 45,Male,Caucasian,2,-28.0,F,0,Low,1,0
43,25 - 45,Male,Caucasian,0,-1.0,F,0,Low,1,0
22,Less than 25,Male,African-American,0,0.0,M,0,Medium,6,0
28,25 - 45,Female,African-American,9,-12.0,M,1,High,9,1
51,Greater than 45,Male,Caucasian,3,-1.0,F,0,Low,4,0
41,25 - 45,Male,Hispanic,3,-1.0,F,0,Low,1,0
24,Less than 25,Male,Caucasian,1,-1.0,F,0,Medium,7,0
48,Greater than 45,Male,African-American,3,-1.0,F,1,Low,2,1
26,25 - 45,Male,Caucasian,0,-1.0,M,1,Low,3,1
31,25 - 45,Male,African-American,6,0.0,F,1,Low,2,1
27,25 - 45,Male,African-American,6,-1.0,M,0,High,10,0
25,25 - 45,Male,African-American,0,-1.0,M,0,Low,4,0
56,Greater than 45,Male,Caucasian,3,0.0,M,0,Low,3,0
29,25 - 45,Female,African-American,1,-1.0,M,0,Low,4,0
30,25 - 45,Female,Caucasian,3,-1.0,F,1,Low,3,1
21,Less than 25,Male,African-American,0,-1.0,F,0,High,8,0
22,Less than 25,Male,Caucasian,1,-2.0,F,1,Low,4,1
28,25 - 45,Female,African-American,0,-1.0,M,0,Low,2,0
35,25 - 45,Male,African-American,2,0.0,F,0,Low,1,0
23,Less than 25,Male,Caucasian,0,-1.0,F,0,Low,2,0
48,Greater than 45,Male,African-American,4,0.0,F,0,High,8,0
22,Less than 25,Male,Caucasian,4,-1.0,M,1,High,8,1
37,25 - 45,Male,African-American,2,0.0,F,0,High,9,0
33,25 - 45,Male,African-American,0,-1.0,F,0,Low,1,0
23,Less than 25,Male,African-American,5,-1.0,F,1,Medium,7,1
22,Less than 25,Male,African-American,0,-1.0,M,1,Medium,7,1
24,Less than 25,Male,African-American,0,0.0,F,0,Low,4,0
44,25 - 45,Male,African-American,2,-1.0,M,0,Medium,7,0
26,25 - 45,Female,African-American,0,-1.0,M,0,Low,2,0
29,25 - 45,Male,African-American,2,-1.0,F,0,Medium,6,0
26,25 - 45,Male,Hispanic,0,-1.0,F,0,Low,2,0
30,25 - 45,Male,Caucasian,1,-1.0,M,0,Low,1,0
23,Less than 25,Male,African-American,1,-1.0,F,1,Medium,6,1
42,25 - 45,Male,Other,1,-2.0,F,0,Low,2,0
28,25 - 45,Female,African-American,0,-1.0,F,1,Low,3,1
20,Less than 25,Male,African-American,0,-1.0,F,0,Low,3,0
24,Less than 25,Female,Caucasian,7,-1.0,M,0,Medium,7,0
36,25 - 45,Female,Other,6,-21.0,F,1,Medium,7,1
37,25 - 45,Male,African-American,6,-1.0,F,1,Low,2,1
21,Less than 25,Female,African-American,1,-1.0,F,0,High,9,0
27,25 - 45,Male,African-American,8,-1.0,F,1,Medium,5,1
26,25 - 45,Male,African-American,2,-1.0,F,1,Low,4,1
42,25 - 45,Male,Caucasian,0,0.0,M,0,Low,1,0
23,Less than 25,Male,African-American,8,-1.0,F,1,High,10,1
55,Greater than 45,Female,Caucasian,0,-3.0,M,0,Low,1,0
24,Less than 25,Male,Caucasian,1,-1.0,F,1,Medium,6,1
23,Less than 25,Male,African-American,0,0.0,M,0,Low,4,0
64,Greater than 45,Female,African-American,0,-1.0,F,0,Low,1,0
48,Greater than 45,Male,Other,0,-1.0,M,0,Low,1,0
39,25 - 45,Female,African-American,0,0.0,F,1,Medium,5,1
30,25 - 45,Male,Caucasian,0,-1.0,M,0,Low,2,0
22,Less than 25,Female,African-American,1,-3.0,M,0,Low,4,0
20,Less than 25,Male,African-American,2,0.0,F,1,Medium,6,1
21,Less than 25,Male,African-American,0,-1.0,F,1,Low,4,1
24,Less than 25,Male,Caucasian,0,0.0,F,0,Low,4,0
30,25 - 45,Male,African-American,3,-1.0,M,0,Medium,7,0
51,Greater than 45,Male,African-American,12,21.0,F,1,High,8,1
21,Less than 25,Male,African-American,1,-1.0,F,1,High,10,1
31,25 - 45,Male,African-American,1,-1.0,F,0,High,10,0
23,Less than 25,Male,African-American,2,-1.0,M,1,Medium,7,1
23,Less than 25,Male,Hispanic,0,-1.0,M,0,Medium,7,0
32,25 - 45,Male,African-American,4,-1.0,F,1,Low,4,1
28,25 - 45,Male,African-American,11,-1.0,F,1,Medium,6,1
24,Less than 25,Male,African-American,0,-1.0,F,0,Low,2,0
19,Less than 25,Female,African-American,1,-1.0,F,1,Low,4,1
31,25 - 45,Male,Other,1,0.0,M,0,Low,1,0
29,25 - 45,Male,African-American,3,0.0,F,1,Low,4,1
41,25 - 45,Male,African-American,6,-1.0,F,1,Medium,6,1
28,25 - 45,Male,African-American,4,-1.0,M,1,Low,3,1
29,25 - 45,Male,Caucasian,6,-1.0,F,1,Low,4,1
49,Greater than 45,Male,Caucasian,0,-1.0,F,0,Medium,5,0
42,25 - 45,Male,Caucasian,0,0.0,M,0,Low,1,0
38,25 - 45,Male,African-American,4,-1.0,M,0,Low,2,0
22,Less than 25,Male,African-American,3,-1.0,F,1,Medium,6,1
46,Greater than 45,Male,Caucasian,0,-1.0,M,1,Low,2,1
38,25 - 45,Male,African-American,0,-1.0,F,1,Low,3,1
36,25 - 45,Male,African-American,0,-1.0,F,0,Medium,6,0
22,Less than 25,Male,Caucasian,6,-1.0,F,1,High,9,1
29,25 - 45,Male,African-American,11,-1.0,M,0,High,10,0
39,25 - 45,Male,African-American,2,-1.0,M,0,Low,2,0
47,Greater than 45,Male,Caucasian,0,-1.0,M,0,Low,2,0
26,25 - 45,Male,African-American,7,-1.0,F,1,High,10,1
21,Less than 25,Female,African-American,0,-4.0,F,1,Medium,5,1
63,Greater than 45,Male,African-American,2,-1.0,M,0,Low,1,0
27,25 - 45,Male,African-American,2,-1.0,F,1,Low,2,1
55,Greater than 45,Male,Caucasian,27,-1.0,M,0,Medium,5,0
54,Greater than 45,Male,Other,2,-1.0,M,1,Low,2,1
26,25 - 45,Male,Caucasian,0,-1.0,F,1,Medium,5,1
37,25 - 45,Male,Caucasian,1,-9.0,M,0,Low,2,0
34,25 - 45,Male,African-American,0,-1.0,F,0,Low,1,0
48,Greater than 45,Female,Hispanic,4,-6.0,F,1,Low,1,1
25,25 - 45,Male,African-American,2,-1.0,F,1,Medium,7,1
